0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,5_0,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,6_0,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,7_0,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,8_0,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,9_0,9_1,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_9,label
100,100,100,100,100,100,100,100,100,100,0.026391360620433135,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07604639112641462,100,0.0013017519670657039,0.032413517104917605,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030545333868282083,100,0.1974469368667408,100,100,100,100,100,100,100,100,0.023320869593147678,100,100,0.9471550785262747,100,100,100,100,100,0.022052910964938693,100,100,100,100,100,100,100,0.30622004800876657,100,100,100,100,100,100,100,1.1068110456114297,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0731701666649702,100,0.0009732717831462973,0.03222912800315772,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030454618935304194,100,0.19669069414726037,100,100,100,100,100,100,100,100,100,100,100,0.9463953948154185,100,100,100,100,100,0.008928381816752925,100,100,100,1.3608562799022859,100,100,100,0.3033296261829199,100,100,100,100,100,100,1.3590737160292803,0.9957640352182013,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07640681043748905,100,0.0011069741663216027,0.033104057633675556,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030831560977871268,100,0.186893310294589,100,100,100,100,100,100,100,100,0.024730959204165986,100,100,0.9463953948154185,100,100,100,100,100,0.021933148373446544,100,100,100,1.3475360558390281,100,100,100,0.31037848277072205,100,100,100,100,100,100,100,0.959728693466023,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,0.025132473000313953,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0722047446871214,100,0.001092886014719558,0.031954706015308657,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030831560977871268,100,0.18827913375641242,100,100,100,100,100,100,100,100,0.025168877416190855,100,100,100,100,100,100,100,100,0.0231116473268779,100,100,100,1.2033424047117713,100,100,100,0.3130454934667218,100,100,100,100,100,100,1.384429067388821,100,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.09080258828751311,100,100,100,100,100,100,100,100,100,100,0.07604639112641462,100,0.0013017519670657039,0.032413517104917605,100,100,100,100,0.7572271865007745,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030545333868282083,100,0.18902877315649708,100,100,100,100,100,100,100,100,0.015102040816387753,100,100,0.9439852363708638,100,100,100,100,100,0.022721422880822073,100,100,100,100,100,100,100,0.30006439558296316,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1
100,100,100,0.2377338333587031,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.09097002695748113,100,100,100,100,100,100,100,100,100,100,100,100,0.0012102480628980695,0.03264412349859444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030768008448213112,100,0.20645179342388972,100,100,100,100,100,100,100,100,0.0241110682559499,100,100,0.9542503821121089,100,100,100,100,100,0.021507116182561056,100,100,100,100,100,100,100,0.309149174875591,100,100,100,100,100,100,100,0.9461278887610972,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07199590857710599,100,0.0013298622944713304,0.03235557308985003,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.031359072914693406,100,0.19639216618077215,100,100,100,100,100,100,100,100,0.0333693458233538,100,100,0.9478312518421955,100,100,100,100,100,0.02267250407747661,100,100,100,1.3492666980252275,100,100,100,0.3047222912341572,100,100,100,100,100,100,1.3546689028317198,100,100,100,100,100,100,100,100,1
100,100,0.08581275299921981,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07407964517103828,100,0.0010602734523367234,0.03177852200589053,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030186953540601393,100,0.19286367956618528,100,100,100,100,100,100,100,100,100,100,100,0.9555881911247953,100,100,100,100,100,0.022162517039928636,100,100,100,1.351034692656778,100,100,100,0.2959694067746266,100,100,100,100,100,100,100,0.9506613732501591,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0771518269924672,100,0.0011585172341187005,0.03190841096885146,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03109219485931867,100,0.18975799418175546,100,100,100,100,100,100,100,100,100,100,100,0.9519902540518341,100,100,100,100,100,0.022906309562513726,0.0025546505414417754,100,100,1.3470415240899345,100,100,100,0.31057998548539945,100,100,100,100,100,100,100,1.1098174057355013,100,100,100,100,100,100,100,1
100,100,0.08581275299921981,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07619700937345013,100,0.0010602734523367234,0.03177852200589053,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030186953540601393,100,0.20283603247560122,100,100,100,100,100,100,100,100,0.021241221643113737,100,100,0.9555881911247953,100,100,100,100,100,0.02387151958043343,100,100,100,100,100,100,100,0.3047222912341572,100,100,100,100,100,100,100,0.9786932186434818,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07490405672979823,100,0.0010319893901948017,0.03156204403310904,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030545333868282083,100,0.19887491039981237,100,100,100,100,100,100,100,100,100,100,100,0.9521855504725789,100,100,100,100,100,0.02323262345476927,100,100,100,1.3461944763217244,100,100,100,0.3106463269556422,100,100,100,100,100,100,1.3535371676722256,0.9475524652380696,100,100,100,100,100,100,100,1
100,100,100,0.2368221034036775,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07490405672979823,100,0.0011891483318697872,0.03156204403310904,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030545333868282083,100,0.18764065931667825,100,100,100,100,100,100,100,100,100,100,100,0.9586149190946136,100,100,100,100,100,0.020906619957026598,100,100,100,100,100,100,100,0.29923054952394296,100,100,100,100,100,100,1.3611350347389677,0.9958367075582142,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07645283038330848,100,0.001170784958590802,0.03214750612857177,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03137899172673698,100,100,100,100,100,100,100,100,100,100,0.03501318721462446,100,100,0.9493287980142984,100,100,100,100,100,0.009228558560556547,100,100,100,1.342616431336526,100,100,100,0.30526196468193223,100,100,100,100,100,100,1.347274439471827,0.9431551029876161,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07136850754327684,100,0.0012246700036893207,0.03290211204872114,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03085147978991484,100,0.21859035698523782,100,100,100,100,100,100,100,100,0.031728912629916624,100,100,100,100,100,100,100,100,0.02217269671875349,100,100,100,1.1992728988139116,100,100,100,0.31537038084129965,100,100,100,100,100,100,1.3689428135889057,0.9801382371583247,100,100,100,100,100,100,100,1
100,100,100,100,100,100,0.7017618502666697,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07490405672979823,100,0.001010890642215413,0.03328844673543544,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03134051119980702,100,0.1974469368667408,100,100,100,100,100,100,100,100,0.02290732526919423,100,100,0.9457960415444162,100,100,100,100,100,0.020906619957026598,100,100,100,100,100,100,100,0.29923054952394296,100,100,100,100,100,100,100,100,0.7926032293508525,100,100,100,100,100,100,1
100,100,100,100,100,100,0.7017618502666697,100,100,100,0.04100940276636095,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07490405672979823,100,0.001010890642215413,0.032413517104917605,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03134051119980702,100,0.1974469368667408,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.02375378895218458,100,100,100,1.2006739123092802,100,100,100,0.29923054952394296,100,100,100,100,100,100,100,0.9443587072663342,100,100,100,100,100,100,100,1
100,100,100,0.2368255611902565,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07552029705073102,100,0.0009338086788390299,0.03202718241820331,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03105787035952512,100,100,100,100,100,100,100,100,100,100,0.03123040319796694,100,100,100,100,100,100,100,100,0.023875925724471052,100,100,100,1.2028150439418352,100,100,100,0.30386929963069487,100,100,100,100,100,100,1.3480236779475008,0.9553810118218966,100,100,100,100,100,100,100,1
100,100,100,100,0.3258985393223928,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0772800652844991,100,0.0009702190900674917,0.0322100653540138,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.031361492555215656,100,100,100,100,100,100,100,100,100,100,0.033519161402061806,100,100,0.9441271667486075,100,100,100,100,100,0.008862319616218115,100,100,100,1.3395894242767774,100,100,100,0.32012177139315895,100,100,100,100,100,100,1.3500531390088355,100,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0734277137247589,100,0.0010675110620143352,0.03174663905403041,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03105787035952512,100,100,100,100,100,100,100,100,100,100,100,0.08685969074836637,100,0.9465481849178312,100,100,100,100,100,0.02102516369508608,100,100,100,1.3391599818646878,100,100,100,0.30386929963069487,100,100,100,100,100,100,1.3689428135889057,0.9399710312248599,100,100,100,100,100,100,100,1
100,100,0.07399790065700247,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07253984308227628,100,0.0011164197446215155,0.03219124659046407,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03132628834624528,100,0.21368304752085837,100,100,100,100,100,100,100,100,0.013594598873265378,100,100,0.9456329140162092,100,100,100,100,100,100,100,100,100,1.3339582525768239,100,100,100,0.3094937715012225,100,100,100,100,100,100,100,0.9336432608173144,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07634650035103167,100,0.0010441881805030636,0.031803199818638904,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030829668256126937,100,0.21296828632023423,100,100,100,100,100,100,100,100,0.031747253525379174,100,100,0.9495676325458589,100,100,100,100,100,0.020928956282571895,100,100,100,1.345558065359839,100,100,100,0.31419267602934,100,100,100,100,100,100,100,0.9490759680121522,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,0.03897047362366857,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07315320462923079,100,0.0010441881805030636,0.03298516108326484,100,100,100,100,0.7636068347110556,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.03047435498649584,100,0.2028149251720548,100,100,100,100,100,100,100,100,100,100,100,0.9495676325458589,100,100,100,100,100,100,0.0021177184631776965,100,100,100,100,100,100,0.3027611068762003,100,100,100,100,100,100,100,0.9445831958181623,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07424931524196454,100,0.0008942365787787725,0.03266401357320364,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.031047194492611875,100,0.20425690048120174,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.023239208118686516,100,100,100,1.202260341320141,100,100,100,0.305359855842198,100,100,100,100,100,100,1.3640302396290398,0.9490759680121522,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07634650035103167,100,0.0010441881805030636,0.031803199818638904,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030829668256126937,100,0.1880559051356933,100,100,100,100,100,100,100,100,0.02490551679252998,100,100,0.9431972621746936,100,100,100,100,100,100,100,100,100,1.3381012752371266,100,100,100,0.31419267602934,100,100,100,100,100,100,1.343293684706202,100,0.7968724798596369,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,100,0.03725195510532042,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.07634650035103167,100,0.0010441881805030636,0.031803199818638904,100,100,100,100,0.7565481819427163,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.030829668256126937,100,100,100,100,100,100,100,100,100,100,0.031747253525379174,100,100,100,100,100,100,100,100,0.022067495569581888,100,100,100,100,100,100,100,0.2941075731730556,100,100,100,100,100,100,1.3640302396290398,0.9490759680121522,100,100,100,100,100,100,100,1
