0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,5_0,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,6_0,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,7_0,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,8_0,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,9_0,9_1,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_9,label
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18802707033186344,100,100,100,100,100,100,0.024760229380808275,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.3898360769100901,100,100,100,100,100,100,100,100,0.04760372744152972,100,0.9488943498056908,100,100,100,100,100,100,100,100,100,1.3716188396024935,100,100,100,100,100,100,0.02736280991738643,100,100,1.6920433462631128,100,0.9384702479338867,100,100,100,100,100,100,100,2
100,100,100,100,100,100,100,1.071758924947966,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1877477786700031,100,100,100,100,100,100,100,0.0032875844633947324,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.05058801274878728,100,0.9486693887414319,100,100,100,100,100,100,100,100,100,1.3297436228802348,100,100,100,100,100,100,0.024372271539862156,100,100,100,100,0.932739139983465,100,100,100,100,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18802707033186344,100,100,100,100,100,100,0.024760229380808275,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.04760372744152972,100,0.9532606004385062,100,100,100,100,100,100,100,100,100,1.3661141170518967,100,100,100,100,100,100,0.022259217406097164,100,100,100,100,0.934053398549171,100,100,100,100,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18828573053716197,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.05154909691499662,100,100,100,100,100,100,100,100,100,100,100,100,100,0.02608700249025137,100,100,0.9582037357033055,100,100,100,100,100,100,100,100,100,1.3553676571933204,100,100,100,100,100,100,0.022938193283432922,100,100,100,100,0.932739139983465,100,100,0.32570734713341376,100,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.19342116372635831,100,100,100,100,100,100,0.025997195276986806,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.05058801274878728,100,0.94432422092191,100,100,100,100,100,100,100,100,100,1.3504726204199158,100,100,100,100,100,100,0.022938193283432922,100,100,100,100,0.8734150710860851,100,0.4837461494799342,100,100,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1855124219341832,100,100,100,100,100,100,100,0.002811524754092397,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.025325594127533227,100,100,0.9501074349344893,100,100,100,100,100,100,100,100,100,1.3000675472885344,100,100,100,100,100,100,0.023138504264020473,100,100,100,100,0.9145589052417634,100,100,0.34469388722691074,100,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18517228609990388,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.05299963536610908,100,100,100,100,100,100,100,100,100,100,100,100,100,0.02537912986649382,100,100,0.9469854868812984,100,100,100,100,100,100,100,100,100,1.3563643535914007,100,100,100,100,100,100,0.021815493502653858,100,100,100,100,100,0.7039950413218534,100,0.3478580765559905,100,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18332004884739456,100,100,100,100,100,100,100,0.003251821019786991,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.015738070708036973,100,100,0.9564647242451869,100,100,100,100,100,100,0.001443112804363927,100,0.06088443167844114,1.3563643535914007,100,100,0.583729787324719,100,100,100,100,100,100,100,100,100,100,100,0.32462248002641914,100,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.19050355882179004,100,100,100,100,100,100,0.020186198554188538,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013854521279029832,100,100,100,100,100,100,100,100,100,0.0011505724147536003,100,0.06318673262291305,1.3669920364838153,100,100,100,100,100,100,100,100,100,100,100,100,0.7071631413496995,100,0.34359174655837244,0.16738854124906655,100,100,100,2
100,100,100,100,100,100,100,1.0614318061047916,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18205565342690036,100,100,100,100,100,100,0.018996373506083016,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.9734019467984802,100,100,100,100,100,100,0.0012463444231133752,100,100,1.3626910933413154,100,100,0.5793494695480358,100,100,100,100,100,100,100,100,100,100,100,0.3412039598250124,0.16977732999975892,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18078146487621227,100,100,100,100,100,100,0.020218632101614405,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01352558322747885,100,100,0.9777555792769375,100,100,100,100,100,100,0.0012463444231133752,100,100,1.2976967464118454,100,100,100,100,100,100,100,100,100,100,100,100,0.7032387055105933,100,0.30923369900343795,0.1676248445186721,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18144380389831993,100,100,100,100,100,100,0.021076152846874446,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013861039087468302,100,100,0.9650359978861361,100,100,100,100,100,100,0.001075735515842603,100,100,1.29366390179647,100,100,0.5758615768238218,100,100,100,100,100,100,100,100,100,100,100,0.3150207879061847,0.1637982225462053,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1804145195173153,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.054572306658958986,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013861039087468302,100,100,0.9938158001284471,100,100,100,100,100,100,0.0009566119769535113,100,100,1.3627972026100226,100,100,100,100,100,100,100,100,100,100,100,100,0.6898583113029952,100,0.3296459677243921,0.16169901640870973,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1781235670938418,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.05918244552081761,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01353497927166571,100,100,0.9961246509643049,100,100,100,100,100,100,0.0009880195173746725,100,100,1.3483838689714105,100,100,100,100,100,100,100,100,100,100,100,0.8811412248133315,100,100,0.3098757257633192,0.16403943263390805,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17926132156446623,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.058689902604232666,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013696398635582618,100,100,0.9757564583647675,100,100,100,100,100,100,0.0011215294802621192,100,100,1.315468164180721,100,100,100,100,100,100,100,100,100,100,100,100,0.6993327277729617,100,0.3358052721786886,0.16181996017957617,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.179658604182607,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.056364435320641976,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014013374361386928,100,100,0.9777101903657384,100,100,100,100,100,100,0.0010259764655173012,100,100,1.290500916123621,100,100,0.5714994536063547,100,100,100,100,100,100,1.6928256487788893,100,100,100,100,100,0.1626446752267104,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17801014900645756,100,100,100,100,100,100,0.018916788189956107,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013855124915117964,100,100,0.992794385519566,100,100,100,100,100,100,100,100,100,1.3641648963166637,100,100,0.568053641688612,100,100,100,0.0175502410759888,100,100,100,100,100,100,100,100,0.15682829573298512,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1776558804356252,100,100,100,100,100,100,0.019500918162101234,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014354247913662868,100,100,0.984491543404,100,100,100,100,100,100,0.0014966526112023858,100,0.06848597971935194,1.322932213399992,100,100,100,100,100,100,100,100,100,100,100,0.8721623374033551,100,100,100,0.15627996138955166,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17577369406650478,100,100,100,100,100,100,0.018956518515871785,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014694821917634387,100,100,0.990781224949151,100,100,100,100,100,100,0.0015459713081273747,100,100,1.3493095363216203,100,100,0.5649813299096954,100,100,100,100,100,100,100,100,100,100,100,100,0.14733697777487414,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17479320602152462,100,100,100,100,100,100,0.017472364469748577,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013711818553898279,100,100,1.0026722504830654,100,100,100,100,100,100,0.0016512292247401474,100,100,1.3155779735541238,100,100,100,100,100,100,100,100,100,1.53019395134771,100,0.8719395727044614,100,100,100,0.15731705579772645,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.172731272895982,100,100,100,100,100,100,0.018036307474327194,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013281310698368775,100,100,0.9943339594093688,100,100,100,100,100,100,0.0017071420337809683,100,100,100,100,100,100,100,100,100,100,100,100,1.672698921851897,100,100,0.6712120286671407,100,100,0.14904412861386157,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17369091080371873,100,100,100,100,100,100,0.017868162243892254,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01378191934744248,100,100,0.9583730601992231,100,100,100,100,100,100,0.0015242643473447582,100,100,1.3405980510232007,100,100,100,100,100,100,100,100,100,100,100,0.8674698371860685,100,100,100,0.14771282280222062,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1743353108184817,100,100,100,100,100,100,0.017518500746830003,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013413098404267094,100,100,1.0006460880561656,100,100,100,100,100,100,0.001527947748758775,100,100,1.3062504037647973,100,100,0.5592011606042919,100,100,100,100,100,100,100,100,100,100,100,100,0.14418802695893546,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17369091080371873,100,100,100,100,100,100,0.019066809321179275,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013109697796098833,100,100,1.0037973350969662,100,100,100,100,100,100,0.001971534730363432,100,0.076045401690549,1.355691867412086,100,100,100,100,100,100,100,100,100,100,100,0.8813032707897375,100,100,100,0.14578471428070972,100,100,100,2
100,100,100,100,100,100,100,0.9924292465883731,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1724291626715862,100,100,100,100,100,100,0.01937376134283487,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0137568583627321,100,100,0.9955962032756454,100,100,100,100,100,100,0.0015144207717914997,100,100,1.300295261604166,100,100,100,100,100,100,100,100,100,100,100,0.8713991047188296,100,100,100,0.14855162759314092,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17369091080371873,100,100,100,100,100,100,0.017127680299694272,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013109697796098833,100,100,1.0037973350969662,100,100,100,100,100,100,0.0017046506745471237,100,100,1.3361268520872267,100,100,100,100,100,100,100,100,100,100,100,100,0.6786162670330695,100,100,0.1533935114146472,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17252921174672253,100,100,100,100,100,100,0.017868162243892254,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013109697796098833,100,100,1.0134425360685382,100,100,100,100,100,100,100,100,100,1.3562879220462158,100,100,100,100,100,100,0.01500392937845061,100,100,100,100,100,0.6865589910813449,100,100,0.15920095054270922,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17381590040851924,100,100,100,100,100,100,0.02040250931134893,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.012565072081168232,100,100,1.0027890487638875,100,100,100,100,100,100,100,100,0.07387064649485933,1.314358302336947,100,100,100,100,100,100,0.01362486014177696,100,100,100,100,0.8781957637097342,100,100,100,0.15066757560662086,100,100,100,2
100,100,100,100,100,100,100,1.042235107489482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17395772474987692,100,100,100,100,100,100,0.017295825530129212,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.012631302706377617,100,100,0.9996352540974234,100,100,100,100,100,100,0.002286959566822401,100,100,1.326198348307227,100,100,100,100,100,100,100,100,100,100,100,0.8785791726049227,100,100,100,0.14904412861386157,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17584517368296332,100,100,100,100,100,100,0.01933491735536081,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.012737219137363295,100,100,0.9976223657025454,100,100,100,100,100,100,100,100,100,1.340552715005209,100,100,100,100,100,100,0.013429752066020671,100,100,100,100,0.8788158864932534,100,100,100,0.1500511492770532,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1719605316339874,100,100,100,100,100,100,0.017868162243892254,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01267783086941222,100,100,1.0091442470372796,100,100,100,100,100,100,100,100,100,1.3212727045015344,100,100,100,100,100,100,0.015348452432436504,100,100,1.5307236434124578,100,0.8813032707897375,100,100,100,0.16098373603614352,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17337386582229025,100,100,100,100,100,100,0.018435073892828065,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.012716689239378843,100,100,1.0050335549080942,100,100,100,100,100,100,0.0020311259545329747,100,100,1.311147764489006,100,100,100,100,100,100,100,100,100,1.6727354451062957,100,0.8740906370800935,100,100,100,0.1509079559331596,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17337386582229025,100,100,100,100,100,100,100,0.002367815846699909,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013817703247000232,100,100,1.0007628863369875,100,100,100,100,100,100,0.0017877143165940942,100,100,1.3159971144367506,100,100,100,100,100,100,100,100,100,1.5303316566179261,100,100,0.6749825197259691,100,100,0.14896858782643801,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17401515055321942,100,100,100,100,100,100,100,0.002360195461210116,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.013263333967394663,100,100,0.9976415690962566,100,100,100,100,100,100,0.0018421455358699304,100,100,1.3325074841991829,100,100,100,100,100,100,100,100,100,100,100,100,0.671891786973031,100,100,0.15102716484794992,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17137297899546494,100,100,100,100,100,100,0.01751434852983746,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01210428790550103,100,100,0.9291312476762308,100,100,100,100,100,100,0.0023785210470032526,100,100,1.3378894296161765,100,100,100,100,100,100,100,100,100,100,100,0.8799266109461802,100,100,100,0.15216576348735977,100,100,100,2
100,100,100,100,100,100,100,1.0481775096090145,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17306857657608707,100,100,100,100,100,100,100,0.002150760947065845,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.012758833359981018,100,100,1.0020008378926621,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01287185376452947,100,100,100,100,100,0.6768285673052234,100,100,0.19281088262678647,0.06603385962180766,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1718875140967343,100,100,100,100,100,100,100,0.002157398975497231,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.012483759330967379,100,100,1.0008788479036521,100,100,100,100,100,100,100,100,100,1.283924933834133,100,100,100,100,100,100,0.013136330828463633,100,100,100,100,0.8651386774381766,100,100,100,0.1538292017611789,100,100,100,2
100,100,100,100,100,100,100,1.0701712682559337,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17093949993325513,100,100,100,100,100,100,100,100,100,100,100,100,0.49879026657943937,100,100,100,0.0901918328768534,100,100,100,100,100,100,100,100,100,100,100,100,100,0.011997415223210697,100,100,1.0009939817129614,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.012625766752841813,100,100,100,100,100,0.6736033953595861,100,100,0.15711611992009505,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17309443139895225,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.19332297081780667,100,100,100,100,100,100,100,0.7819339280908231,100,100,100,100,100,100,0.012909875239501482,100,100,100,100,100,100,100,100,100,100,100,100,1.345491495434849,100,100,100,100,100,100,0.015027175964301497,100,100,100,100,0.8753635023661925,100,100,100,0.16068689818658072,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1734433582588763,100,100,100,100,100,100,100,100,100,100,100,100,0.5013339581511942,100,100,0.19227467497147693,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.015432184831116979,100,100,1.0048044603217496,100,100,100,100,100,100,0.0014454166234780922,100,100,1.322976949378819,100,100,100,100,100,100,100,100,100,100,100,100,0.673903019605215,100,100,0.16101676233008266,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1756714574328189,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18607558416210088,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01358101786390603,100,100,0.9908914426146218,100,100,100,100,100,100,0.0015933226522283836,100,100,1.3487645387110196,100,100,100,100,100,100,100,100,100,100,100,0.8687078062153619,100,100,100,0.15719335683190844,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1779748992709781,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.092822400463073,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014559416053079617,100,100,0.9885562685188407,100,100,100,100,100,100,100,100,100,1.3053137905547387,100,100,100,100,100,100,0.012682644628080846,100,100,100,100,100,0.6697237578830487,100,100,0.18980200895765376,0.0653084033492149,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17838257012713177,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18909832946350338,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01572634162677954,100,100,1.0764482753711957,100,100,100,100,100,100,0.0018784219006245345,100,100,1.331904829792505,100,100,100,100,100,100,100,100,100,100,100,0.8800264271622227,100,100,100,0.15550299333887657,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1803323181091486,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.08990570414736314,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014204374620149755,100,100,0.9918115187895074,100,100,100,100,100,100,0.0016372598652990812,100,100,1.3045180966474836,100,100,100,100,100,100,100,100,100,100,100,0.8689041691875921,100,100,100,0.15620747738916912,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1803323181091486,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.08990570414736314,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014204374620149755,100,100,0.9918115187895074,100,100,100,100,100,100,0.0018615797640729613,100,100,1.315557313358398,100,100,100,100,100,100,100,100,100,100,100,0.8641073827979102,100,100,100,0.15049777611085152,0.06242131085222487,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17914993463610218,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1834610488618358,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014031718518011566,100,100,1.001342365824301,100,100,100,100,100,100,0.0024573725854918887,100,100,1.3269119363463273,100,100,100,100,100,100,100,100,100,100,100,0.8627168838928003,100,100,100,0.15110709823780571,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18034081681628877,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0917264438262809,100,100,100,100,100,100,100,100,100,100,100,100,100,0.01371349964043344,100,100,1.0001764806017102,100,100,100,100,100,100,0.0020801600000556306,100,100,1.3367907438584972,100,100,100,100,100,100,100,100,100,100,100,0.866507538774425,100,100,100,0.1547544896856699,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18380232407454933,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.08543572030127566,100,100,100,100,100,100,0.7802360311021167,100,100,100,100,100,100,0.015028730011322437,100,100,100,100,100,100,100,100,100,0.0012132350943259698,100,100,1.330847314049528,100,100,100,100,100,100,100,100,100,100,100,0.8757568831131162,100,100,100,0.1566142033564124,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18531448625148972,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18947376621097553,100,100,100,100,100,100,100,0.784481090719936,100,100,100,100,100,100,0.014852238883078718,100,100,100,100,100,100,100,100,100,100,100,100,1.3358892360100099,100,100,100,100,100,100,0.013754708925466637,100,100,100,100,0.8743783564490235,100,100,100,0.1514809539348492,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1899886213380572,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.08543916970366024,100,100,100,100,100,100,0.7832923904704037,100,100,100,100,100,100,0.014192119138068296,100,100,100,100,100,100,100,100,100,0.0019547202779554,100,100,1.3019025492888145,100,100,100,100,100,100,100,100,100,1.6731629711984495,100,0.8719118418520841,100,100,100,0.1520678824782385,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.19474564718205917,100,100,100,100,100,100,100,100,100,100,100,100,0.5148468571821776,100,100,100,0.08326701180754334,100,100,100,100,100,100,0.7776898667879607,100,100,100,100,100,100,0.014858188354174769,100,100,100,100,100,100,100,100,100,0.001247242455779598,100,100,1.3343424583546992,100,100,100,100,100,100,100,100,100,100,100,0.8749692159512035,100,100,100,0.1506192017613716,100,100,100,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.1960421783195485,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.08555152313228732,100,100,100,100,100,100,100,100,100,100,100,100,100,0.014846121918962455,100,100,0.991073634484351,100,100,100,100,100,100,0.001579085778910754,100,0.07253907478957974,1.3061832497678838,100,100,0.5567102333803993,100,100,100,100,100,100,100,100,100,100,100,100,0.15049549119757064,100,100,100,2
