Dataset,1.0,0.1,0.01,0.001,0.0001
MNIST-Noise-0.00,90.65,92.24,92.02,89.10,76.67
MNIST-Noise-0.10,86.49,87.00,89.51,87.65,70.94
MNIST-Noise-0.20,83.49,83.61,86.67,85.69,64.69
MNIST-Noise-0.30,76.94,77.29,82.71,83.04,57.94
MNIST-Noise-0.40,72.04,72.20,77.55,79.49,45.94
MNIST-Noise-0.50,64.84,65.27,70.92,73.00,29.53
MNIST-Noise-0.60,53.57,54.20,61.57,65.35,12.16
MNIST-Noise-0.70,43.06,43.51,49.84,54.90,11.27
MNIST-Noise-0.80,27.94,29.04,33.33,35.94,11.27
